"","Hectare","Shift","Date","Anonymized.Sighter","Sighter.Observed.Weather.Data","Litter","Litter.Notes","Other.Animal.Sightings","Hectare.Conditions","Hectare.Conditions.Notes","Number.of.sighters","Number.of.Squirrels","Total.Time.of.Sighting","temperature_fahrenheit","temperature_celsius","sunny","rainy","cloudy","windy","drizzly","foggy","humid"
"572","40D","PM",10132018,210,"56º F, Partly Cloudy","Abundant","","Humans, Dogs, Chipmunk","Calm","",1,7,27,56,13.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"573","40E","AM",10142018,215,"50º F, mostly sunny","Some","","Humans, Hawks, Dogs","Busy","",1,4,25,50,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"574","40F","AM",10182018,84,"45º F, Clear, Sunny","","","Humans, Dogs, Ducks, Mainly female mallards, Canadian geese, also Small birds Sparrows?","Calm","",1,0,27,45,7.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"575","40F","PM",10062018,172,"~65º F, cloudy misting","Some","","Dogs","Calm","",1,3,28,65,18.3,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"576","40G","AM",10072018,54,"70º F, Overcast","","","Humans, Dogs, Finches","Calm","",1,2,NA,70,21.1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"577","40H","PM",10082018,49,"overcast, dusk","None","","Humans, Dogs, Woodpecker, Chipmunk","Calm","",1,0,25,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"578","40H","AM",10172018,104,"52º F, breezy, sunny","None","","Humans, Dogs, Geese","Calm","",1,2,20,52,11.1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"579","40I","AM",10182018,27,"45º F, Clear","","","Humans, Hawks, Ducks","Busy","",1,2,20,45,7.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"580","41A","PM",10072018,30,"81º F, Partly Cloudy","Some","","Humans, Dogs, Pigeons, Chipmunks","Busy","",1,6,25,81,27.2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"581","41A","AM",10132018,40,"50º F, light rain","Abundant","","Humans, Dogs, Birds, Chipmunks","Calm","",1,1,20,50,10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"582","41B","PM",10142018,111,"57º F, overcast","Some","","Dogs, Chipmunks (at least 3)","Calm","",1,5,45,57,13.9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"583","41C","PM",10072018,30,"81º F, Partly Cloudy","","","Humans, Birds. Chipmunks","","",1,4,25,81,27.2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"584","41C","AM",10172018,120,"50º F, clear, sunny","Abundant","","Humans, Dogs, Birds","Calm","",1,7,30,50,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"585","41D","PM",10142018,26,"57º F, cloudy","Some","","Humans, Hawks, Dogs, Chipmunk","Calm","",1,5,30,57,13.9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"586","41D","AM",10142018,176,"50º F, mostly sunny","Some","","Humans, Dogs","Calm","",1,5,NA,50,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"587","41E","AM",10072018,114,"71º F, o/c","Some","","Humans, Dogs","Busy","Runners",1,6,25,71,21.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"588","41F","PM",10192018,114,"60º F, p/c bluh","","","Humans","","",1,2,NA,60,15.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"589","41F","AM",10192018,183,"45º F, Sunny, Breezy","None","","Humans, Dogs, Geese, Mallard Nests","Calm, Busy","Started busy, then very calm",1,0,21,45,7.2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"590","41G","PM",10142018,10,"57º F, overcast","Some","","Humans, Ducks, Birds","Calm","",1,0,20,57,13.9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"591","41G","AM",10132018,114,"50º F, sprinkling","Some","","Humans, Dogs","Calm","",1,2,20,50,10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"592","41H","PM",10082018,49,"cool, overcast","","","Humans, Dogs, Pigeons, Turtles, Ducks, Geese","","",1,0,15,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"593","41H","AM",10172018,104,"51º F, sunny, light breeze","Some","","Humans, Dogs, Geese","Calm","",1,0,30,51,10.6,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"594","41I","AM",10182018,27,"45º F, Clear","","","Humans, Dogs, Pigeons","Busy","",1,2,20,45,7.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"595","41I","PM",10172018,114,"63º F, partly cloudy, breezy","Some","","Humans, Dogs, Pigeons, Geese, Ducks","Busy","",1,1,22,63,17.2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"596","42A","PM",10142018,12,"57º F, mostly cloudy","Some","","Humans, Dogs, Sparrows","Busy","He took a 20-minute lunch break in the middle of shift.",1,1,28,57,13.9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"597","42A","AM",10192018,253,"45º F, Sunny Breezy","Some","","Humans, Dogs, Pigeons, Rat, Chipmunk","Calm","",1,1,30,45,7.2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"598","42B","PM",10082018,134,"64º F, cloudy, slight drizzle, humid","Some","","Humans, Dogs","Busy","",1,0,25,64,17.8,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"599","42C","AM",10072018,114,"71º F","","","Humans, Dogs","Busy","",1,4,27,71,21.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"600","42C","PM",10132018,128,"55° F, mostly cloudy","Some","","Humans, Dogs, Chipmunk","Busy","",1,6,26,55,12.8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"601","42D","PM",10132018,3,"55º F, cloudy (mostly)","Abundant","On street","Humans, Dogs, Birds, Chipmunks, Rats","Calm","",1,4,28,55,12.8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"602","19H","PM",10082018,164165,"cloudy","","","","Calm","",2,1,5,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"603","42E","PM",10122018,22,"61º F, clear sky, windy","Some","","Humans, Dogs, Pigeons","Busy","",1,6,20,61,16.1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"604","42E","AM",10082018,224,"65º F, cloudy, drizzling","Abundant","","Humans","Busy","Construction just outside sector",1,0,21,65,18.3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"605","42F","AM",10192018,194,"66º F, Calm and some Breeze","Abundant","","Humans, Dogs, Geese","Busy","",1,2,20,66,18.9,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"606","42G","AM",10182018,244,"45º F, Breezy, Clear Skies","","","Humans, Dogs, Pigeons, other Song birds","Calm","",1,3,25,45,7.2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"607","42H","PM",10142018,39,"57º F, overcast","Some","","Humans, Dogs, Pigeons","Busy","",1,5,30,57,13.9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"608","42H","AM",10192018,194,"66º F, Calm, Sunny","Some","","Humans, Dogs, Birds","Calm","",1,2,25,66,18.9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"609","42I","PM",10142018,79,"57º F, cloudy","None","","Humans, Dogs, Pigeons, Sparrows","Calm","",1,3,25,57,13.9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"610","42I","AM",10192018,183,"45º F, Sunny, Breezy","None","","Humans, Dogs, Geese (a few)","Calm","",1,0,20,45,7.2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"611","9I","AM",10142018,145,"54º F, mostly sunny","Some","","Humans, Dogs, Pigeons, Small birds","Busy","",1,9,22,54,12.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"612","01C","AM",10122018,225226,"cool, sunny","Some","","Humans, Dogs, Cats","Calm","",2,2,30,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"613","01D","PM",10072018,3334,"80º F, Cloudy","None","","Humans, Dogs, Pigeons, Sparrows","","",2,7,25,80,26.7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"614","01E","PM",10072018,3334,"80º F, Sunny","None","","Humans, Dogs, Pigeons,  Robins. Blue jays","Busy","",2,3,20,80,26.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"615","01I","PM",10122018,225226,"cold, sunny","Some","","Humans, Hawks, Dogs, Pigeons, Cats","Busy","",2,4,70,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"616","02B","PM",10132018,245246,"54° F, Sunny, Breezy","None","","Humans, Dogs, Pigeons, Robins, Sparrows","Calm, Busy","West Drive Busy",2,9,22,54,12.2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"617","02B","AM",10102018,6263,"70º F Partly cloudy","Some","","Humans, Dogs, Pigeons","Busy","",2,8,25,70,21.1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"618","02C","PM",10132018,245246,"54° F, Sunny, Breezy","None","","Humans, Robins, Sparrows","Calm, Busy","Fenced Areas / West Drive",2,12,24,54,12.2,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"619","02F","PM",10142018,9798,"57º F, cloudy","None","","Humans, Dogs, Pigeons, Chickadees","Busy","",2,12,23,57,13.9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"620","03A","AM",10122018,225226,"sunny, cool","None","","Humans (Notes), Dogs, Cats","Calm","",2,3,45,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"621","03B","AM",10102018,6263,"70º F Cloudy","Some","","Humans, Dogs","Busy","",2,10,30,70,21.1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"622","03F","PM",10132018,3031,"13° C, Partly Cloudy","","","Humans, Dogs, Birds","Busy","",2,7,20,13,-10.6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"623","03H","PM",10142018,9798,"57º F, cloudy","Some","","Humans, Dogs, Pigeons, Chickadees","Busy","",2,7,25,57,13.9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"624","04C","AM",10062018,73,"65º F, cloudy","None","","Humans, Dogs","Calm","",2,5,20,65,18.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"625","04F","PM",10132018,3031,"13° C, Partly Cloudy","None","","Humans, Dogs, Birds, Rats (Fat), Inchworm","Busy","",2,4,20,13,-10.6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"626","06E","AM",10142018,146147,"50º F, mostly sunny","Some","","Humans, Dogs, Small birds","Calm","",2,1,22,50,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"627","07C","PM",10202018,189190,"62º F, Sunny","None","","Humans, Dogs, Sparrows, Other Birds","Calm","",2,6,23,62,16.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"628","07E","PM",10132018,112113,"56° F, Cloudy, Light Wind","None","","Humans, Dogs, Sparrows","Busy","",2,5,39,56,13.3,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"629","07H","AM",10062018,5051,"60s, cloudy, slight drizzle","Some","","Sparrows, Butterflies","Busy","",2,16,30,60,15.6,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"630","08C","PM",10132018,197198,"54° F, Bit Breezy, Cool","Some","","Humans, Dogs, Pigeons","Calm","",2,8,22,54,12.2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"631","09B","PM",10132018,197198,"54° F, Breeze, Cool","None","","Humans, Dogs, Rats (Notes)","Calm","",2,10,22,54,12.2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"632","09H","AM",10062018,2526,"64º F, cloudy","Some","","Humans, Dogs","Busy","",2,6,20,64,17.8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"633","10B","AM",10062018,7172,"","Some","","Humans, Dogs, Pigeons","Busy","",2,4,35,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"634","10C","PM",10132018,112113,"56° F, Cloudy","Some","","Humans, Dogs, Sparrow, Starlings, Cardinals, Crows","Busy","",2,4,27,56,13.3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"635","10G","AM",10062018,136137,"64º F, overcast","Some","","Humans, Dogs, Sparrows","Busy","",2,11,58,64,17.8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"636","10H","AM",10142018,146147,"50º F, cloudy","None","","Humans, Dogs, Small birds","Busy","",2,6,23,50,10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"637","11D","PM",10062018,2829,"65º F","None","","Humans, Dogs, Horses","Busy","",2,5,25,65,18.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"638","11H","PM",10132018,129130,"55º F, sunny","Abundant","","Humans","Busy","",2,4,20,55,12.8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"639","11I","PM",10122018,4243,"58-60º F, sunny","None","","Humans, Dogs, Birds, Mice","Calm","",2,7,23,58,14.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"640","14G","PM",10132018,129130,"55º F, sunny","Abundant","","Humans","Busy","",2,1,20,55,12.8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"641","15A","AM",10072018,2021,"71º F, Humid. Cloudy.","Some","","Humans, Dogs, Sparrows. Butterflies","Busy","",2,2,20,71,21.7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"642","15D","AM",10072018,2021,"71º F, humid cloudy","Some","","Humans, Dogs","Calm","",2,8,NA,71,21.7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"643","15I","PM",10122018,4243,"58-60º F, sunny","Some","","Humans, Dogs, Birds","Busy","",2,7,25,58,14.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"644","16H","PM",10142018,5253,"cool, dusk","Some","","Humans, Dogs, Birds","Calm, Busy","",2,5,25,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"645","16I","PM",10142018,5253,"cool, dusk","Some","","Humans, Dogs, Birds","Calm","",2,0,20,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"646","17C","AM",10182018,213214,"Low 40s, Windy, Sunny","None","","Dogs, Birds","Calm","",2,0,25,40,4.4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"647","18D","AM",10182018,213214,"Low 40s, Windy, Sunny","Some","","Humans","Busy","",2,4,25,40,4.4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"648","18F","PM",10082018,164165,"cloudy, misting rain","None","","Humans, Dogs, Mallard, Sparrow","Busy","",2,2,16,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"649","18F","AM",10142018,8990,"49º F","None","","Humans, Dogs, Birds","Busy","",2,2,24,49,9.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"650","18G","AM",10142018,8990,"49º F, sunny","None","","Birds","Calm","",2,3,25,49,9.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"651","19B","PM",10182018,9192,"51º F, Clear","None","","Humans, Dogs, Birds, Robins, Mourning Doves","Busy","",2,5,30,51,10.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"652","19C","PM",10182018,207208,"51º F, Clear","None","","Humans, Hawks, Dogs, Pigeons, Robin","Busy","",2,8,30,51,10.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"653","20E","PM",10062018,8586,"65º F, light drizzle","None","","Humans","Calm","",2,0,15,65,18.3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"654","21A","AM",10192018,213214,"Clear, Calm, No wind","Some","","Humans, Dogs, Birds","Calm","",2,9,25,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"655","21A","PM",10062018,8586,"65º F, Drizzle","Abundant","","Humans, Dogs","Busy","",2,0,27,65,18.3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"656","21B","AM",10192018,213214,"Mid 40s, Clear, No Wind","Some","","Humans, Dogs, Pigeons, Birds","Calm","",2,7,25,40,4.4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"657","21C","PM",10062018,1415,"65º F, Slightly Drizzling","Some","","Humans","Busy","",2,1,25,65,18.3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"658","21D","AM",10082018,156157,"70º F, cloudy, misty","None","","Humans, Dogs, Birds","Busy","",2,6,20,70,21.1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"659","22A","AM",10082018,156157,"70º F, cloudy","Some","","Dogs, Birds","Busy","",2,6,20,70,21.1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"660","22C","PM",10062018,1415,"65º F, Drizzling","None","","Humans, Dogs","Busy","",2,13,30,65,18.3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"661","22F","AM",10072018,5859,"72º F, Foggy","Some","","Humans, Dogs, Sparrow","Moderate","In between",2,7,20,72,22.2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"662","22I","AM",10072018,5859,"72º F, Foggy","Some","","Humans, Dogs, Starlings, Sparrows, Blue jays","Busy","",2,3,20,72,22.2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"663","23A","PM",10072018,192193,"","Some","","Humans, Dogs","Busy","",2,0,20,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"664","23D","PM",10072018,192193,"","Some","","Humans, Rats (by reservoir)","Busy","",2,0,20,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"665","23G","PM",10122018,3032,"artsy lighting, breezy","Some","","Humans","Calm","",2,0,20,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"666","24A","PM",10072018,3132,"80º F, Humid. Overcast. No rain.","None","","Humans, Dogs, Little Birds","Moderate","In between calm and busy",2,5,23,80,26.7,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"667","24I","PM",10072018,45,"Humid. Overcast.","None","","Humans, Dogs, Birds","Calm","",2,0,30,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"668","25A","PM",10072018,3132,"79º F, Humid. Overcast. No rain.","None","","Humans, Dogs, Raccoons, Little Birds, Raccoon sleeping in tree","Calm, Busy","Calm on grass. Busy on road.",2,1,21,79,26.1,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"669","27B","PM",10062018,155,"Misty, rain, cool","None","","Pigeons, Robins","Calm","",2,2,20,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"670","27I","PM",10202018,3334,"60º F, Sunny","Some","","Humans, Dogs, Pigeons","Busy","",2,5,20,60,15.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"671","30H","PM",10062018,159160,"Raining","","","Ducks","","",2,1,11,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"672","30I","PM",10062018,159160,"","","","","","",2,7,23,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"673","32D","AM",10132018,187188,"48º F, sprinkling","","","Humans, Dogs","Busy","",2,6,20,48,8.9,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"674","33A","AM",10082018,139140,"65º F, drizzle","","","","","",2,1,30,65,18.3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"675","34B","AM",10132018,187188,"50º F, light rain","","","Humans","Busy","",2,3,23,50,10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"676","34D","AM",10082018,139140,"65º F, drizzle","Some","","Humans","Calm","",2,3,25,65,18.3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"677","37A","PM",10132018,250251,"55º F, mostly cloudy","Abundant","","Humans, Dogs, Chipmunk, Sparrow","Calm","",2,2,20,55,12.8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"678","37G","AM",10142018,139140,"50º F, mostly sunny","","","Humans, Dogs","Calm","",2,6,27,50,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"679","39G","PM",10132018,6768,"Sunny, cloudy, chilly, damp, slightly warm","Some","","Humans, Sleeping possum, Chipmunk, Blue jay","Calm","",2,7,24,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"680","39I","PM",10132018,174175,"53º F, mostly cloudy","","","Humans, Dogs, Pigeons, Blue jays, American Robin, Chipmunk","Busy","",2,4,23,53,11.7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"681","40B","PM",10142018,152153,"57º F, cloudy","None","","Humans, Hawks, Chipmunks","Calm","",2,8,35,57,13.9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"682","40C","PM",10062018,174175,"Overcast lite rain","","","Humans, Dogs, Chimney Swifts, Birds, Chipmunk","Calm","",2,8,25,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"683","40E","PM",10172018,139140,"63º F, Partly Cloudy","","","","","",2,3,NA,63,17.2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"684","40G","PM",10132018,174175,"55º F, partly cloudy","","","Humans, Pigeons, Chipmunk","Calm","",2,6,22,55,12.8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"685","40I","PM",10132018,6768,"55º F, partly cloudy, chilly, breezy, some sun","Some","","Humans, Hawks, Dogs, Pigeons, Duck","Busy","",2,1,25,55,12.8,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"686","41B","AM",10102018,74,"Humid","Some","","","Calm","",2,11,32,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"687","41E","PM",10132018,250251,"55º F, partly cloudy","Some","","Humans, Dogs, Chipmunk, Sparrows","Calm, Busy","Calm (in forest), Busy (near road)",2,5,21,55,12.8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"688","42B","AM",10142018,176,"","None","","Humans, Dogs","Calm","",2,2,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"689","42F","PM",10172018,139140,"62º F, Partly Sunny/Cloudy","","","Mallards, Canadian Geese","","",2,4,NA,62,16.7,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"690","42G","PM",10142018,3839,"overcast","Some","","Humans, Hawks, Dogs, Pigeons, Geese","Busy","",2,3,25,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"691","04G","AM",10062018,142143144,"65º F, cloudy, sprinkling of rain","None","","Humans, Dogs, Horses","Busy","",3,5,24,65,18.3,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"692","06G","AM",10082018,48,"68º F, humid","None","","Humans, Dogs","Calm","",3,6,20,68,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"693","07F","AM",10082018,48,"68º F, chilly, humid","Some","","Humans, Dogs","Calm","",3,17,22,68,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"694","08A","AM",10132018,179180181,"55º F, rainy","Some","","Pigeons","Calm","",3,6,20,55,12.8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"695","08B","AM",10072018,227,"70º F, Muggy","None","","Humans, Dogs, Pigeons, Doves. Grackle Birds","Busy","",3,9,25,70,21.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"696","09A","AM",10132018,179180181,"","Some","","Humans, Dogs, Pigeons, Rats, Blue jays","Busy","",3,12,20,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"697","11F","PM",10062018,168,"","Some","","Humans, Dogs, Pigeons","Busy","",3,3,26,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"698","12G","PM",10072018,106.107108,"80º F","None","","Humans, Cat bird","Busy","",3,7,29,80,26.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"699","12H","PM",10072018,106.107108,"79º F","None","","Humans, Sparrows","Busy","",3,8,30,79,26.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"700","26A","PM",10062018,185,"","","","Horse, Pony","","",3,6,30,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
